lat,lon,speed,angle
39.999904,116.327199,0.0,0.0
39.999895,116.327258,1.0248641696863572,101.26195511638582
39.999893,116.327268,0.17607148939265824,104.63221549671243
39.999918,116.32709,3.0829714527466754,280.3894767410316
39.999959,116.326903,3.3136647736701925,285.97181912259975
40.000001,116.326741,2.913618392610649,288.6978673778323
40.000005,116.326542,3.39134558251443,271.5031227176544
39.99998,116.326333,3.6036861275158962,261.1250469935183
39.999957,116.326117,3.7151732332715404,262.08656902283565
39.999938,116.325932,3.1798748799430165,262.3640196137946
39.999952,116.325734,3.387483879942298,275.2736050224189
39.999956,116.325535,3.3913480144903874,271.50312163591445
39.999953,116.325335,3.4078703369040158,268.87829345898683
39.999954,116.325148,3.185825753410618,270.400023002289
40.000009,116.324947,3.6361500470787576,289.6568381551323
40.000033,116.32477,3.062256836364406,280.0376972402861
40.000051,116.32466,1.916244886615429,282.057893810554
40.000107,116.324606,1.5483171407813745,323.5472964935719
40.000236,116.324582,2.897822213279553,351.88886269799366
40.000344,116.324564,2.4213100233677594,352.7242139615894
40.000468,116.324512,2.8964347100564103,342.19078935227947
40.000579,116.324472,2.560859551299349,344.5678492877436
40.000746,116.324466,3.7153220149785797,358.42348897131626
40.00089,116.324499,3.2513894849002725,9.956794342696242
40.001061,116.32444,3.9334574798833963,345.19506188070926
40.00134,116.32447,6.225698172845006,4.708752069855109
40.001529,116.32449,4.21696077869191,4.634325390381832
40.001653,116.324481,2.7618969281268178,356.8177081423843
40.001754,116.324475,2.248465114125841,357.39447164815624
40.001874,116.324411,2.882806495452994,337.7777381259958
40.001978,116.324399,2.3218744684898676,354.9489137192982
40.002139,116.324413,3.588416028954227,3.8108694213014473
40.00233,116.324364,4.32889587550668,348.8820384977181
40.002469,116.324335,3.1304513282914583,350.91997813927077
40.002607,116.324318,3.082617997536716,354.60929306326744
40.002765,116.324264,3.632186532901708,345.3291150026926
40.002894,116.324235,2.9110590115359196,350.2292534100465
40.003052,116.324265,3.550735630924754,8.27535564732517
40.003153,116.324152,2.9581633165341783,319.4027772933387
40.003278,116.324057,3.216640441255471,329.7935058796004
40.003372,116.323968,2.5823875062434833,324.04807542673655
40.003513,116.323834,3.8785858287470334,323.9462801150927
40.003527,116.323684,2.5741774608077406,276.94696905764135
40.003536,116.32352,2.8009321697357885,274.0978306763035
40.003553,116.323349,2.9374483882833227,277.39480049058164
40.003569,116.323162,3.2053907196228337,276.3734900946472
40.003582,116.322978,3.1477782122928235,275.26980784007935
40.003604,116.322795,3.1555967723377414,278.91944382510405
40.003699,116.322657,3.160701930804947,311.9460153911967
40.003774,116.322559,2.3598773140437195,314.9739748377092
40.003852,116.322501,1.996297729227472,330.3345697471145
40.004029,116.322502,3.9363427013522228,0.2479562119128218
40.004171,116.322402,3.588107672067178,331.65603208398954
40.004276,116.322422,2.359820607996289,8.301114401675136
40.004297,116.322398,0.6206909922476247,318.8003132990523
40.004297,116.322378,0.340700050818392,270.0000064352605
40.004297,116.322378,0.0,0.0
40.004299,116.322382,0.2034292902338675,56.86571669468856
40.0043,116.322393,0.18870007966674812,83.2317427215853
40.0043,116.322405,0.20442002142175242,89.99999613408545
40.004302,116.322398,0.12727005911768016,290.45536710224957
40.004303,116.322395,0.055734147841356455,293.51690267399783
40.004304,116.322396,0.028013659005425746,37.45197597923578
40.004304,116.322396,0.0,0.0
40.004306,116.322399,0.16937415228472844,48.9660872643027
40.004323,116.322418,0.4976854909664626,40.56726295001454
40.004343,116.322438,0.5602730905831563,37.45195782082419
40.004351,116.322463,0.4615430959863388,67.3269209205676
40.004428,116.322402,2.003029508027733,328.74949754622605
40.004612,116.32238,4.109104942371814,354.7671026185843
40.00484,116.322419,5.113834340471469,7.464635622761534
40.00492,116.322343,2.2003156433964537,323.95700924846767
40.00502,116.322327,2.2405414208062586,353.0127829959684
40.005098,116.322341,1.7509607184202405,7.82822677208236
40.00522,116.322293,2.8336938533458844,343.22869185444387
40.005341,116.322182,3.288829525894839,324.9050652408417
40.005442,116.32209,2.738840666210808,325.0954707323198
40.005556,116.321992,3.0355198524887603,326.6360709497776
40.005703,116.321811,4.493754827011262,316.6759512572589
40.005802,116.321562,4.778985509490155,297.43214988081604
40.006008,116.321403,5.3220030262419415,329.4077848460097
40.006117,116.321318,2.823571411972435,329.14926569340065
40.006199,116.321283,1.9185878768939744,341.8953360008561
40.006285,116.321253,1.9796528434019112,345.0400471319453
40.006475,116.321207,4.297455384354351,349.4940869325709
40.006608,116.321116,3.3393761102386867,332.34164943784384
40.006735,116.321135,2.8428389255444353,6.537223759152198
40.006855,116.32113,2.6700407248529525,358.17200770213003
40.006971,116.321114,2.5940834223518996,353.969044296217
40.007115,116.321041,3.4353730707800048,338.77873678867206
40.007262,116.32091,3.9581305254658306,325.682847787093
40.007403,116.320827,3.439705304408671,335.7301020283814
40.007437,116.320753,1.8374020353621023,300.95733056106116
40.007462,116.320685,1.2848460407070346,295.64016710534395
40.007443,116.320704,0.5322504426596899,142.54929351499845
40.007437,116.320713,0.20324367169832613,131.03521193122037
40.007447,116.320692,0.4212124894866315,301.86882180234693
40.007468,116.320668,0.6206784841973961,318.8016322909463
40.007496,116.320733,1.2703108994235248,60.64697333728009
40.007542,116.320905,3.1033413717400014,70.75283665055025
40.007496,116.321068,2.9590342085043106,110.2256480350137
40.007568,116.321188,2.5965803723119123,51.92726997359631
40.007654,116.321205,1.934353956467183,8.609781658599275
