lat,lon,speed,angle
40.007591,116.321614,0.0,0.0
40.007604,116.32158,0.6473111299174386,296.5275491995843
40.007528,116.32163,1.8926350077854117,153.2555003378602
40.007446,116.321594,1.923945752488916,198.58653312589087
40.007303,116.321553,3.255964981760247,192.3861925938788
40.007187,116.321495,2.7624454358294854,200.95593803501907
40.007039,116.321475,3.3089593869997076,185.90957488817347
40.006879,116.321501,3.585699959309153,172.90490309092343
40.006671,116.321603,4.941272470004967,159.41282802563933
40.006378,116.321811,7.417053780601897,151.46430328974697
40.00633,116.321758,1.398068806999913,220.22329004963572
40.00628,116.321717,1.3130946219207695,212.13287879463385
40.006159,116.321683,2.7525438738960792,192.14662593766764
40.005973,116.321688,4.137333778235744,178.82040126167112
40.005812,116.321644,3.658091372572032,191.82333406399516
40.005644,116.321647,3.7365041849358946,179.21634377534463
40.005504,116.321672,3.142452854834893,172.21126720759446
40.005349,116.321694,3.467359849493216,173.79515228745208
40.005213,116.321734,3.1003113330754344,167.30380242797014
40.005053,116.321787,3.6709968129068633,165.76260549013114
40.004931,116.321807,2.7344672456012686,172.84271757547253
40.004818,116.321805,2.513239750083598,180.7767314692235
40.004663,116.321817,3.453103442494444,176.60618508987363
40.004455,116.321912,4.900632497002842,160.7174418913072
40.003775,116.322275,5.445991022717153,157.7598424820817
40.003616,116.32231,3.585918534378237,170.42897485138155
40.003807,116.321999,6.790480345148451,308.7212298913884
40.003734,116.321962,1.7415114119827657,201.2185972062228
40.003604,116.32198,2.9072876571285704,173.9457237618376
40.003422,116.322014,4.088732390585083,171.85625972479772
40.003222,116.322038,4.466554416774486,174.74807366177424
40.003032,116.322033,4.226271461505911,181.15482161025093
40.002864,116.322035,3.7363100409078482,179.47752314450986
40.002692,116.32204,3.826058994843975,178.72435665741978
40.002532,116.32207,3.5947566316516193,171.82661822336104
40.002376,116.322103,3.51453898012299,170.79566918082674
40.002188,116.322151,4.26014763382109,168.93380465547887
40.002031,116.322182,3.5312380509729726,171.39905296687743
40.001906,116.322182,2.779877005937175,180.0
40.001821,116.322161,1.9238709539007328,190.71665250004932
40.001689,116.322196,2.995490832012603,168.5186783823059
40.001565,116.322227,2.8077505133848732,169.15873474468822
40.001459,116.322251,2.392529088457951,170.1604848985935
40.001388,116.322283,1.6704273758783745,160.95263978022626
40.001347,116.322261,0.9858211116880622,202.34463029818505
40.00122,116.322248,2.833024539474669,184.48353685380192
40.001102,116.322215,2.6837461586604197,192.0916676869924
40.000971,116.322227,2.9204748104041895,175.98607665879024
40.000814,116.32227,3.5675436508677087,168.15087486732193
40.000595,116.322307,4.910964202828746,172.62566196287935
40.000364,116.322364,5.228182418642515,169.29607252209848
40.000148,116.322434,4.949438613018539,166.05791497355585
40.000978,116.321899,20.585942008056115,333.72132191868275
40.000823,116.321863,3.501180049647458,190.08837811811745
40.000698,116.321849,2.7900895248893574,184.9037459100778
40.000541,116.321849,3.491525519274885,180.0
40.000375,116.321857,3.6941915113459833,177.88573739599565
40.000271,116.321857,2.312857668948783,180.0
40.000162,116.321841,2.4393297409884775,186.41576677190264
40.000074,116.321874,2.0361819175565814,163.97242150805744
39.999929,116.321908,3.2762658992620457,169.8168721633872
39.999766,116.321992,3.8972027148863666,158.45724182145625
39.999548,116.322088,5.116531399939575,161.3585389316587
39.999464,116.322176,2.3952598793103377,141.25193358636432
39.999387,116.322309,2.84011529978019,127.08033200380737
39.999293,116.322448,3.1587426135208156,131.43753304838094
39.999235,116.32257,2.4461379094967177,121.82356562170065
39.999152,116.322728,3.263822619602253,124.44008993376974
39.999086,116.322872,2.8587905501693007,120.89220367622687
39.999036,116.323002,2.478188851085151,116.65994177866122
39.998992,116.323163,2.912165525227798,109.63391480759378
39.998984,116.323295,2.255821912794909,94.52345801683407
39.99894,116.323449,2.800133507704781,110.45384838258883
39.998894,116.323609,2.9114578170619767,110.57099374775953
39.998884,116.323777,2.8707341387594356,94.44298959884327
39.998884,116.323953,2.9983981444896832,89.99994343642487
39.998817,116.32413,3.3634797572557673,116.29525159499696
39.998722,116.324318,3.8368882363896035,123.41019742541732
39.998661,116.324437,2.4393407298005227,123.78824440522544
39.998662,116.324518,1.3801282853300145,89.0766852197035
39.998616,116.324511,0.343307436810447,186.6492063048338
